Total Float Market Capitalization Rs:,Total Market Capitalization Rs:,Total Scrips Traded,Total Traded Shares,Total Transactions,Total Turnover Rs:,fetched_at,date,source_endpoint
1572571253160.82,4647185199508.82,322.0,17891917.0,78379.0,8095610445.99,2025-08-30 12:59:54.932116,2025-08-30,Summary
