timestamp,datetime,index_value,fetched_at,date,source_endpoint
1756371720,2025-08-28 14:47:00,2786.28,2025-08-30 12:59:55.628161,2025-08-30,DailyNepseIndexGraph
1756371780,2025-08-28 14:48:00,2785.56,2025-08-30 12:59:55.628167,2025-08-30,DailyNepseIndexGraph
1756371840,2025-08-28 14:49:00,2785.85,2025-08-30 12:59:55.628173,2025-08-30,DailyNepseIndexGraph
1756371900,2025-08-28 14:50:00,2784.58,2025-08-30 12:59:55.628178,2025-08-30,DailyNepseIndexGraph
1756371960,2025-08-28 14:51:00,2784.05,2025-08-30 12:59:55.628184,2025-08-30,DailyNepseIndexGraph
1756372020,2025-08-28 14:52:00,2782.61,2025-08-30 12:59:55.628190,2025-08-30,DailyNepseIndexGraph
1756372080,2025-08-28 14:53:00,2782.56,2025-08-30 12:59:55.628196,2025-08-30,DailyNepseIndexGraph
1756372140,2025-08-28 14:54:00,2782.61,2025-08-30 12:59:55.628202,2025-08-30,DailyNepseIndexGraph
1756372200,2025-08-28 14:55:00,2782.74,2025-08-30 12:59:55.628207,2025-08-30,DailyNepseIndexGraph
1756372260,2025-08-28 14:56:00,2782.78,2025-08-30 12:59:55.628213,2025-08-30,DailyNepseIndexGraph
1756372320,2025-08-28 14:57:00,2782.2,2025-08-30 12:59:55.628219,2025-08-30,DailyNepseIndexGraph
1756372380,2025-08-28 14:58:00,2782.15,2025-08-30 12:59:55.628225,2025-08-30,DailyNepseIndexGraph
1756372440,2025-08-28 14:59:00,2782.02,2025-08-30 12:59:55.628231,2025-08-30,DailyNepseIndexGraph
