ltp,percentageChange,pointChange,sectorName,symbol,totalTradeQuantity,totalTrades,totalTurnover,fetched_at,date,source_endpoint
0.0,0.0,0.0,Finance,CMBF,0,0,0.0,2025-08-30 12:59:55.483262,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,CMBSL,0,0,0.0,2025-08-30 12:59:55.483265,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,CMF1,0,0,0.0,2025-08-30 12:59:55.483269,2025-08-30,TradeTurnoverTransactionSubindices
10.14,-1.55,-0.16,Mutual Fund,CMF2,17595,9,178790.9,2025-08-30 12:59:55.483272,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,CNDBL,0,0,0.0,2025-08-30 12:59:55.483275,2025-08-30,TradeTurnoverTransactionSubindices
1954.43,0.15,2.86,Development Banks,CORBL,3180,91,6214072.0,2025-08-30 12:59:55.483278,2025-08-30,TradeTurnoverTransactionSubindices
1232.08,-3.59,-45.85,Life Insurance,CREST,14883,459,18677240.5,2025-08-30 12:59:55.483282,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,CSDBL,0,0,0.0,2025-08-30 12:59:55.483285,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,CTBNL,0,0,0.0,2025-08-30 12:59:55.483289,2025-08-30,TradeTurnoverTransactionSubindices
1727.72,-3.0,-53.45,Microfinance,CYCL,5543,184,9625944.5,2025-08-30 12:59:55.483292,2025-08-30,TradeTurnoverTransactionSubindices
209.24,-0.87,-1.84,Commercial Banks,CZBIL,53507,186,11175393.3,2025-08-30 12:59:55.483295,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,DBBL,0,0,0.0,2025-08-30 12:59:55.483298,2025-08-30,TradeTurnoverTransactionSubindices
892.68,-2.25,-20.58,Microfinance,DDBL,29669,335,26710476.7,2025-08-30 12:59:55.483302,2025-08-30,TradeTurnoverTransactionSubindices
