ltp,percentageChange,pointChange,sectorName,symbol,totalTradeQuantity,totalTrades,totalTurnover,fetched_at,date,source_endpoint
1250.4,-3.66,-47.5,Microfinance,JSLBB,3305,40,4177684.0,2025-08-30 12:59:55.483667,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Manufacturing And Processing,JSM,0,0,0.0,2025-08-30 12:59:55.483670,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,KADBL,0,0,0.0,2025-08-30 12:59:55.483673,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,KAFIL,0,0,0.0,2025-08-30 12:59:55.483676,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,KBBL,0,0,0.0,2025-08-30 12:59:55.483680,2025-08-30,TradeTurnoverTransactionSubindices
200.22,-1.82,-3.71,Commercial Banks,KBL,388024,920,78202786.7,2025-08-30 12:59:55.483684,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,KBLD86,0,0,0.0,2025-08-30 12:59:55.483687,2025-08-30,TradeTurnoverTransactionSubindices
1200.0,-1.64,-20.0,Commercial Banks,KBLD89,60,2,72000.0,2025-08-30 12:59:55.483690,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,KBLD90,0,0,0.0,2025-08-30 12:59:55.483693,2025-08-30,TradeTurnoverTransactionSubindices
1900.0,-0.78,-14.98,Hydro Power,KBSH,172,10,327926.0,2025-08-30 12:59:55.483696,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,KCDBL,0,0,0.0,2025-08-30 12:59:55.483700,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,KDBL,0,0,0.0,2025-08-30 12:59:55.483703,2025-08-30,TradeTurnoverTransactionSubindices
9.16,1.1,0.1,Commercial Banks,KDBY,24475,35,221089.25,2025-08-30 12:59:55.483706,2025-08-30,TradeTurnoverTransactionSubindices
1082.05,-0.47,-5.1,Hotels And Tourism,KDL,2791,80,3048285.0,2025-08-30 12:59:55.483709,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,KEBL,0,0,0.0,2025-08-30 12:59:55.483713,2025-08-30,TradeTurnoverTransactionSubindices
9.05,1.12,0.1,Commercial Banks,KEF,3510,18,31516.0,2025-08-30 12:59:55.483716,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,KHDBL,0,0,0.0,2025-08-30 12:59:55.483719,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,KKBL,0,0,0.0,2025-08-30 12:59:55.483722,2025-08-30,TradeTurnoverTransactionSubindices
256.24,-0.66,-1.7,Hydro Power,KKHC,10582,80,2728031.4,2025-08-30 12:59:55.483727,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Microfinance,KLBS,0,0,0.0,2025-08-30 12:59:55.483730,2025-08-30,TradeTurnoverTransactionSubindices
1067.76,-2.75,-30.16,Microfinance,KMCDB,8838,132,9495856.7,2025-08-30 12:59:55.483734,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,KNBL,0,0,0.0,2025-08-30 12:59:55.483738,2025-08-30,TradeTurnoverTransactionSubindices
575.63,-1.97,-11.57,Hydro Power,KPCL,81542,341,47483533.2,2025-08-30 12:59:55.483741,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,KRBL,0,0,0.0,2025-08-30 12:59:55.483744,2025-08-30,TradeTurnoverTransactionSubindices
527.92,-3.41,-18.65,Development Banks,KSBBL,209893,610,113425194.9,2025-08-30 12:59:55.483747,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,KSBBLD87,0,0,0.0,2025-08-30 12:59:55.483751,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,KSY,1690,11,15815.1,2025-08-30 12:59:55.483754,2025-08-30,TradeTurnoverTransactionSubindices
552.99,-4.18,-24.11,Development Banks,LBBL,309487,1045,173785033.7,2025-08-30 12:59:55.483757,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,LBBLD89,0,0,0.0,2025-08-30 12:59:55.483760,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,LBFIL,0,0,0.0,2025-08-30 12:59:55.483763,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,LBLD86,0,0,0.0,2025-08-30 12:59:55.483767,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,LBLD88,0,0,0.0,2025-08-30 12:59:55.483770,2025-08-30,TradeTurnoverTransactionSubindices
239.48,-1.18,-2.86,Hydro Power,LEC,334435,944,81324447.3,2025-08-30 12:59:55.483774,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,LEMF,0,0,0.0,2025-08-30 12:59:55.483777,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,LFC,0,0,0.0,2025-08-30 12:59:55.483780,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,LFLC,0,0,0.0,2025-08-30 12:59:55.483783,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Non Life Insurance,LGIL,0,0,0.0,2025-08-30 12:59:55.483787,2025-08-30,TradeTurnoverTransactionSubindices
868.52,-0.61,-5.29,Life Insurance,LICN,7791,89,6795294.1,2025-08-30 12:59:55.483791,2025-08-30,TradeTurnoverTransactionSubindices
1035.18,-2.42,-25.62,Microfinance,LLBS,920,29,959099.9,2025-08-30 12:59:55.483794,2025-08-30,TradeTurnoverTransactionSubindices
234.75,-1.36,-3.24,Commercial Banks,LSL,73425,203,17355499.8,2025-08-30 12:59:55.483798,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,LUBL,0,0,0.0,2025-08-30 12:59:55.483803,2025-08-30,TradeTurnoverTransactionSubindices
9.31,-0.85,-0.08,Mutual Fund,LUK,24723,20,231212.98,2025-08-30 12:59:55.483806,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,LVF1,0,0,0.0,2025-08-30 12:59:55.483809,2025-08-30,TradeTurnoverTransactionSubindices
9.07,-0.77,-0.07,Commercial Banks,LVF2,68280,25,625284.8,2025-08-30 12:59:55.483812,2025-08-30,TradeTurnoverTransactionSubindices
592.49,-2.36,-14.34,Hydro Power,MAKAR,2990,66,1782868.0,2025-08-30 12:59:55.483815,2025-08-30,TradeTurnoverTransactionSubindices
850.69,-1.23,-10.56,Hydro Power,MANDU,5276,77,4495600.2,2025-08-30 12:59:55.483819,2025-08-30,TradeTurnoverTransactionSubindices
1087.61,-1.21,-13.35,Microfinance,MATRI,1987,52,2164129.0,2025-08-30 12:59:55.483822,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,MBBL,0,0,0.0,2025-08-30 12:59:55.483825,2025-08-30,TradeTurnoverTransactionSubindices
315.29,-2.36,-7.63,Hydro Power,MBJC,26964,246,8534859.5,2025-08-30 12:59:55.483828,2025-08-30,TradeTurnoverTransactionSubindices
250.5,-0.67,-1.68,Commercial Banks,MBL,49903,173,12490787.4,2025-08-30 12:59:55.483831,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,MBLD2085,0,0,0.0,2025-08-30 12:59:55.483835,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,MBLD87,0,0,0.0,2025-08-30 12:59:55.483839,2025-08-30,TradeTurnoverTransactionSubindices
9.17,-0.86,-0.08,Commercial Banks,MBLEF,9850,14,90935.5,2025-08-30 12:59:55.483842,2025-08-30,TradeTurnoverTransactionSubindices
523.43,-1.63,-8.68,Hydro Power,MCHL,3960,54,2081336.5,2025-08-30 12:59:55.483845,2025-08-30,TradeTurnoverTransactionSubindices
625.45,-2.36,-15.12,Development Banks,MDB,31236,206,19769569.8,2025-08-30 12:59:55.483848,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,MEGA,0,0,0.0,2025-08-30 12:59:55.483852,2025-08-30,TradeTurnoverTransactionSubindices
444.43,-2.69,-12.29,Hydro Power,MEHL,12570,137,5654199.6,2025-08-30 12:59:55.483856,2025-08-30,TradeTurnoverTransactionSubindices
298.83,-2.08,-6.35,Hydro Power,MEL,35379,254,10655224.9,2025-08-30 12:59:55.483859,2025-08-30,TradeTurnoverTransactionSubindices
630.54,-1.11,-7.07,Hydro Power,MEN,55515,342,35292360.6,2025-08-30 12:59:55.483863,2025-08-30,TradeTurnoverTransactionSubindices
856.4,-0.05,-0.42,Microfinance,MERO,25196,148,21564333.0,2025-08-30 12:59:55.483871,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,METRO,0,0,0.0,2025-08-30 12:59:55.483876,2025-08-30,TradeTurnoverTransactionSubindices
683.51,-2.11,-14.75,Finance,MFIL,34552,202,23821736.8,2025-08-30 12:59:55.483879,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,MFL,0,0,0.0,2025-08-30 12:59:55.483883,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,MFLD85,0,0,0.0,2025-08-30 12:59:55.483887,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,MGBL,0,0,0.0,2025-08-30 12:59:55.483891,2025-08-30,TradeTurnoverTransactionSubindices
447.47,-0.58,-2.61,Hydro Power,MHCL,6112,101,2756723.9,2025-08-30 12:59:55.483894,2025-08-30,TradeTurnoverTransactionSubindices
521.11,-2.16,-11.5,Hydro Power,MHL,50549,357,26605391.7,2025-08-30 12:59:55.483897,2025-08-30,TradeTurnoverTransactionSubindices
263.13,-3.19,-8.68,Hydro Power,MHNL,72466,194,18938615.8,2025-08-30 12:59:55.483900,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,MIDBL,0,0,0.0,2025-08-30 12:59:55.483903,2025-08-30,TradeTurnoverTransactionSubindices
1650.18,-0.49,-8.05,Others,MKCL,13186,130,21729599.2,2025-08-30 12:59:55.483907,2025-08-30,TradeTurnoverTransactionSubindices
438.58,-1.73,-7.72,Hydro Power,MKHC,11138,117,4908708.7,2025-08-30 12:59:55.483911,2025-08-30,TradeTurnoverTransactionSubindices
796.11,-1.08,-8.69,Hydro Power,MKHL,2153,49,1721656.5,2025-08-30 12:59:55.483915,2025-08-30,TradeTurnoverTransactionSubindices
589.21,3.62,20.56,Hydro Power,MKJC,197464,742,115087143.4,2025-08-30 12:59:55.483919,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Microfinance,MKLB,0,0,0.0,2025-08-30 12:59:55.483922,2025-08-30,TradeTurnoverTransactionSubindices
1542.42,-2.93,-46.51,Microfinance,MLBBL,3005,73,4691398.4,2025-08-30 12:59:55.483926,2025-08-30,TradeTurnoverTransactionSubindices
397.7,-2.81,-11.51,Development Banks,MLBL,103163,380,41582872.9,2025-08-30 12:59:55.483929,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,MLBL1,0,0,0.0,2025-08-30 12:59:55.483932,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,MLBLD89,0,0,0.0,2025-08-30 12:59:55.483935,2025-08-30,TradeTurnoverTransactionSubindices
1584.81,-2.53,-41.09,Microfinance,MLBS,410,17,650182.0,2025-08-30 12:59:55.483938,2025-08-30,TradeTurnoverTransactionSubindices
2124.06,-0.03,-0.59,Microfinance,MLBSL,2354,51,4987837.6,2025-08-30 12:59:55.483942,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,MMDBL,0,0,0.0,2025-08-30 12:59:55.483946,2025-08-30,TradeTurnoverTransactionSubindices
9.32,-0.32,-0.03,Commercial Banks,MMF1,32270,25,300526.45,2025-08-30 12:59:55.483950,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Microfinance,MMFDB,0,0,0.0,2025-08-30 12:59:55.483953,2025-08-30,TradeTurnoverTransactionSubindices
571.5,-1.04,-6.02,Hydro Power,MMKJL,3292,58,1867962.0,2025-08-30 12:59:55.483956,2025-08-30,TradeTurnoverTransactionSubindices
448.65,-2.63,-12.1,Development Banks,MNBBL,199228,623,90705316.8,2025-08-30 12:59:55.483959,2025-08-30,TradeTurnoverTransactionSubindices
1088.0,-1.98,-21.99,Development Banks,MND84/85,50,1,54400.0,2025-08-30 12:59:55.483962,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,MNMF1,9200,21,84803.07,2025-08-30 12:59:55.483970,2025-08-30,TradeTurnoverTransactionSubindices
591.02,-1.13,-6.78,Finance,MPFL,11131,98,6624508.9,2025-08-30 12:59:55.483973,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,MSBBL,0,0,0.0,2025-08-30 12:59:55.483976,2025-08-30,TradeTurnoverTransactionSubindices
902.48,-1.44,-13.23,Hydro Power,MSHL,568,24,514258.0,2025-08-30 12:59:55.483979,2025-08-30,TradeTurnoverTransactionSubindices
1484.71,-3.49,-53.75,Microfinance,MSLB,8157,154,12282847.8,2025-08-30 12:59:55.483984,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Manufacturing And Processing,MSM,0,0,0.0,2025-08-30 12:59:55.483987,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Microfinance,MSMBS,0,0,0.0,2025-08-30 12:59:55.483992,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,MTBL,0,0,0.0,2025-08-30 12:59:55.483995,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,NABB,0,0,0.0,2025-08-30 12:59:55.483998,2025-08-30,TradeTurnoverTransactionSubindices
800.77,-3.53,-29.27,Development Banks,NABBC,20144,110,16368113.0,2025-08-30 12:59:55.484001,2025-08-30,TradeTurnoverTransactionSubindices
528.86,-0.94,-5.01,Commercial Banks,NABIL,83641,489,44571924.6,2025-08-30 12:59:55.484004,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NABILD87,0,0,0.0,2025-08-30 12:59:55.484007,2025-08-30,TradeTurnoverTransactionSubindices
830.19,1.67,13.6,Microfinance,NADEP,11646,107,9676759.4,2025-08-30 12:59:55.484011,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Microfinance,NAGRO,0,0,0.0,2025-08-30 12:59:55.484014,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NBB,0,0,0.0,2025-08-30 12:59:55.484019,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NBBD2085,0,0,0.0,2025-08-30 12:59:55.484022,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Microfinance,NBBL,0,0,0.0,2025-08-30 12:59:55.484025,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Manufacturing And Processing,NBBU,0,0,0.0,2025-08-30 12:59:55.484029,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Tradings,NBCK,0,0,0.0,2025-08-30 12:59:55.484032,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NBF1,0,0,0.0,2025-08-30 12:59:55.484035,2025-08-30,TradeTurnoverTransactionSubindices
10.26,0.39,0.04,Commercial Banks,NBF2,24092,15,247118.94,2025-08-30 12:59:55.484038,2025-08-30,TradeTurnoverTransactionSubindices
10.12,0.1,0.01,Commercial Banks,NBF3,49874,43,501728.58,2025-08-30 12:59:55.484041,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,NBFL,0,0,0.0,2025-08-30 12:59:55.484044,2025-08-30,TradeTurnoverTransactionSubindices
253.1,-0.78,-2.0,Commercial Banks,NBL,76661,353,19433399.3,2025-08-30 12:59:55.484047,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NBLD82,0,0,0.0,2025-08-30 12:59:55.484053,2025-08-30,TradeTurnoverTransactionSubindices
1075.0,1.9,20.0,Commercial Banks,NBLD85,892,11,959522.0,2025-08-30 12:59:55.484056,2025-08-30,TradeTurnoverTransactionSubindices
1038.1,0.22,2.3,Commercial Banks,NBLD87,50,2,51905.0,2025-08-30 12:59:55.484060,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,NBSL,0,0,0.0,2025-08-30 12:59:55.484063,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NCCB,0,0,0.0,2025-08-30 12:59:55.484066,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NCCD86,0,0,0.0,2025-08-30 12:59:55.484069,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,NCDB,0,0,0.0,2025-08-30 12:59:55.484072,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,NCDBL,0,0,0.0,2025-08-30 12:59:55.484075,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,NCM,0,0,0.0,2025-08-30 12:59:55.484078,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,NCMMF,0,0,0.0,2025-08-30 12:59:55.484081,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,NDB,0,0,0.0,2025-08-30 12:59:55.484086,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,NDFL,0,0,0.0,2025-08-30 12:59:55.484089,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NEF,0,0,0.0,2025-08-30 12:59:55.484092,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,NEFL,0,0,0.0,2025-08-30 12:59:55.484095,2025-08-30,TradeTurnoverTransactionSubindices
1552.5,-2.47,-39.25,Microfinance,NESDO,1648,43,2579300.0,2025-08-30 12:59:55.484098,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Others,NFD,0,0,0.0,2025-08-30 12:59:55.484101,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,NFL,0,0,0.0,2025-08-30 12:59:55.484104,2025-08-30,TradeTurnoverTransactionSubindices
681.75,-1.89,-13.16,Finance,NFS,23492,215,16174848.3,2025-08-30 12:59:55.484107,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,NGBL,0,0,0.0,2025-08-30 12:59:55.484110,2025-08-30,TradeTurnoverTransactionSubindices
403.71,-1.92,-7.89,Hydro Power,NGPL,373453,932,152567004.0,2025-08-30 12:59:55.484113,2025-08-30,TradeTurnoverTransactionSubindices
714.29,-0.33,-2.35,Hydro Power,NHDL,11590,84,8283747.8,2025-08-30 12:59:55.484118,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,NHMF,0,0,0.0,2025-08-30 12:59:55.484121,2025-08-30,TradeTurnoverTransactionSubindices
207.22,-1.96,-4.15,Hydro Power,NHPC,89957,268,18801328.4,2025-08-30 12:59:55.484124,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NIBD2082,0,0,0.0,2025-08-30 12:59:55.484127,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NIBD84,0,0,0.0,2025-08-30 12:59:55.484130,2025-08-30,TradeTurnoverTransactionSubindices
9.3,0.54,0.05,Mutual Fund,NIBLGF,1800,10,16750.0,2025-08-30 12:59:55.484133,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NIBLPF,0,0,0.0,2025-08-30 12:59:55.484136,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NIBLSTF,1000,9,8648.0,2025-08-30 12:59:55.484139,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NIBSF1,0,0,0.0,2025-08-30 12:59:55.484142,2025-08-30,TradeTurnoverTransactionSubindices
8.73,0.81,0.07,Commercial Banks,NIBSF2,3800,8,33280.0,2025-08-30 12:59:55.484145,2025-08-30,TradeTurnoverTransactionSubindices
351.32,-0.03,-0.12,Commercial Banks,NICA,63594,391,22397074.1,2025-08-30 12:59:55.484150,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NICAD2091,0,0,0.0,2025-08-30 12:59:55.484154,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NICAD8182,0,0,0.0,2025-08-30 12:59:55.484157,2025-08-30,TradeTurnoverTransactionSubindices
1060.0,-0.47,-5.0,Commercial Banks,NICAD8283,50,1,53000.0,2025-08-30 12:59:55.484164,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NICAD85/86,0,0,0.0,2025-08-30 12:59:55.484167,2025-08-30,TradeTurnoverTransactionSubindices
8.92,-1.87,-0.17,Mutual Fund,NICBF,6126,10,54683.96,2025-08-30 12:59:55.484170,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NICD83/84,0,0,0.0,2025-08-30 12:59:55.484173,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NICD88,0,0,0.0,2025-08-30 12:59:55.484176,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NICFC,2700,17,24170.0,2025-08-30 12:59:55.484180,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NICGF,0,0,0.0,2025-08-30 12:59:55.484183,2025-08-30,TradeTurnoverTransactionSubindices
8.86,1.84,0.16,Commercial Banks,NICGF2,26123,15,234606.0,2025-08-30 12:59:55.484187,2025-08-30,TradeTurnoverTransactionSubindices
609.88,-1.27,-7.82,Non Life Insurance,NICL,12171,92,7468494.2,2025-08-30 12:59:55.484190,2025-08-30,TradeTurnoverTransactionSubindices
614.2,-1.09,-6.75,Microfinance,NICLBSL,6918,135,4261585.6,2025-08-30 12:59:55.484193,2025-08-30,TradeTurnoverTransactionSubindices
8.91,-1.33,-0.12,Mutual Fund,NICSF,1100,5,9801.0,2025-08-30 12:59:55.484196,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,NIDC,0,0,0.0,2025-08-30 12:59:55.484199,2025-08-30,TradeTurnoverTransactionSubindices
280.39,-2.64,-7.61,Investment,NIFRA,246183,1028,69827840.7,2025-08-30 12:59:55.484203,2025-08-30,TradeTurnoverTransactionSubindices
1010.0,-0.43,-4.37,Investment,NIFRAGED,439,7,441640.0,2025-08-30 12:59:55.484207,2025-08-30,TradeTurnoverTransactionSubindices
1030.0,0.98,10.0,Investment,NIFRAUR85/86,25,1,25750.0,2025-08-30 12:59:55.484211,2025-08-30,TradeTurnoverTransactionSubindices
704.6,-0.9,-6.4,Non Life Insurance,NIL,8168,144,5780902.8,2025-08-30 12:59:55.484214,2025-08-30,TradeTurnoverTransactionSubindices
209.83,-1.57,-3.35,Commercial Banks,NIMB,152964,471,32252566.9,2025-08-30 12:59:55.484217,2025-08-30,TradeTurnoverTransactionSubindices
1160.0,-0.43,-5.0,Commercial Banks,NIMBD90,25,1,29000.0,2025-08-30 12:59:55.484221,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Manufacturing And Processing,NKU,0,0,0.0,2025-08-30 12:59:55.484224,2025-08-30,TradeTurnoverTransactionSubindices
844.26,3.19,26.09,Non Life Insurance,NLG,160606,812,135843124.0,2025-08-30 12:59:55.484228,2025-08-30,TradeTurnoverTransactionSubindices
784.06,-1.13,-8.97,Life Insurance,NLIC,31371,245,24742285.2,2025-08-30 12:59:55.484231,2025-08-30,TradeTurnoverTransactionSubindices
601.56,-2.29,-14.09,Life Insurance,NLICL,31930,216,19225294.9,2025-08-30 12:59:55.484234,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Manufacturing And Processing,NLO,0,0,0.0,2025-08-30 12:59:55.484237,2025-08-30,TradeTurnoverTransactionSubindices
250.61,-1.05,-2.66,Commercial Banks,NMB,81745,266,20730968.8,2025-08-30 12:59:55.484240,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Mutual Fund,NMB50,560527,52,6419106.5,2025-08-30 12:59:55.484243,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NMBD2085,0,0,0.0,2025-08-30 12:59:55.484246,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NMBD87/88,0,0,0.0,2025-08-30 12:59:55.484249,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NMBD89/90,0,0,0.0,2025-08-30 12:59:55.484253,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NMBEB92/93,0,0,0.0,2025-08-30 12:59:55.484257,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NMBHF1,0,0,0.0,2025-08-30 12:59:55.484260,2025-08-30,TradeTurnoverTransactionSubindices
9.15,1.44,0.13,Commercial Banks,NMBHF2,15200,36,138142.0,2025-08-30 12:59:55.484264,2025-08-30,TradeTurnoverTransactionSubindices
701.85,-1.7,-12.15,Microfinance,NMBMF,4003,47,2822587.8,2025-08-30 12:59:55.484267,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NMBSF1,0,0,0.0,2025-08-30 12:59:55.484270,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,NMBUR93/94,0,0,0.0,2025-08-30 12:59:55.484273,2025-08-30,TradeTurnoverTransactionSubindices
1288.77,-1.82,-23.84,Microfinance,NMFBS,10847,68,14080851.7,2025-08-30 12:59:55.484276,2025-08-30,TradeTurnoverTransactionSubindices
1403.88,-3.24,-46.97,Non Life Insurance,NMIC,13440,370,19193678.0,2025-08-30 12:59:55.484279,2025-08-30,TradeTurnoverTransactionSubindices
678.52,-2.44,-16.97,Microfinance,NMLBBL,9875,93,6763457.7,2025-08-30 12:59:55.484282,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,NNFC,0,0,0.0,2025-08-30 12:59:55.484286,2025-08-30,TradeTurnoverTransactionSubindices
1689.84,-2.43,-42.05,Others,NRIC,384160,2138,654403822.1,2025-08-30 12:59:55.484289,2025-08-30,TradeTurnoverTransactionSubindices
535.73,0.17,0.93,Others,NRM,137302,788,73426119.1,2025-08-30 12:59:55.484292,2025-08-30,TradeTurnoverTransactionSubindices
2134.16,-1.87,-40.57,Investment,NRN,42484,377,91373406.9,2025-08-30 12:59:55.484295,2025-08-30,TradeTurnoverTransactionSubindices
11.38,1.25,0.14,Mutual Fund,NSIF2,76660,44,867527.6,2025-08-30 12:59:55.484298,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Microfinance,NSLB,0,0,0.0,2025-08-30 12:59:55.484301,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,NSLMB,0,0,0.0,2025-08-30 12:59:55.484305,2025-08-30,TradeTurnoverTransactionSubindices
